,Image ID,Length [nm],Confidence score,Average [nm],Standard Deviation [nm],Number Counted,Standard Error of Mean [nm],Number Density [nm^-2]
1598,5,21.4,0.624,,,,,
1599,5,18.7,0.622,,,,,
1600,5,18.7,0.622,,,,,
1601,5,15.9,0.621,,,,,
1602,5,21.4,0.62,,,,,
1603,5,9.7,0.62,,,,,
1604,5,21.4,0.619,,,,,
1605,5,17.3,0.618,,,,,
1606,5,13.1,0.618,,,,,
1607,5,91.8,0.618,,,,,
1608,5,22.8,0.617,,,,,
1609,5,18.7,0.616,,,,,
1610,5,15.9,0.615,,,,,
1611,5,15.9,0.612,,,,,
1612,5,15.2,0.612,,,,,
1613,5,15.9,0.611,,,,,
1614,5,29.7,0.611,,,,,
1615,5,15.9,0.611,,,,,
1616,5,15.2,0.611,,,,,
1617,5,21.4,0.611,,,,,
1618,5,24.2,0.607,,,,,
1619,5,12.4,0.607,,,,,
1620,5,26.3,0.603,,,,,
1621,5,21.4,0.602,,,,,
1622,5,21.4,0.6,,,,,
1623,5,18.0,0.598,,,,,
1624,5,18.0,0.597,,,,,
1625,5,21.4,0.596,,,,,
1626,5,18.7,0.594,,,,,
1627,5,21.4,0.593,,,,,
1628,5,15.9,0.593,,,,,
1629,5,15.9,0.592,,,,,
1630,5,20.7,0.592,,,,,
1631,5,24.2,0.592,,,,,
1632,5,32.5,0.588,,,,,
1633,5,21.4,0.584,,,,,
1634,5,29.0,0.578,,,,,
1635,5,26.9,0.578,,,,,
1636,5,21.4,0.577,,,,,
1637,5,20.0,0.576,,,,,
1638,5,21.4,0.576,,,,,
1639,5,29.0,0.572,,,,,
1640,5,26.9,0.572,,,,,
1641,5,13.1,0.572,,,,,
1642,5,48.2,0.571,,,,,
1643,5,18.7,0.571,,,,,
1644,5,15.9,0.57,,,,,
1645,5,15.9,0.57,,,,,
1646,5,18.7,0.565,,,,,
1647,5,9.7,0.564,,,,,
1648,5,15.9,0.563,,,,,
1649,5,20.1,0.56,,,,,
1650,5,15.9,0.559,,,,,
1651,5,24.2,0.559,,,,,
1652,5,13.1,0.558,,,,,
1653,5,13.1,0.554,,,,,
1654,5,18.7,0.554,,,,,
1655,5,9.7,0.553,,,,,
1656,5,18.7,0.552,,,,,
1657,5,10.4,0.552,,,,,
1658,5,18.7,0.551,,,,,
1659,5,26.3,0.551,,,,,
1660,5,6.9,0.55,,,,,
1661,5,21.4,0.55,,,,,
1662,5,18.7,0.549,,,,,
1663,5,13.1,0.549,,,,,
1664,5,12.4,0.549,,,,,
1665,5,38.0,0.549,,,,,
1666,5,10.4,0.548,,,,,
1667,5,18.0,0.548,,,,,
1668,5,13.1,0.543,,,,,
1669,5,66.0,0.543,,,,,
1670,5,15.9,0.543,,,,,
1671,5,15.9,0.542,,,,,
1672,5,18.7,0.542,,,,,
1673,5,15.9,0.541,,,,,
1674,5,18.7,0.541,,,,,
1675,5,24.2,0.54,,,,,
1676,5,15.9,0.538,,,,,
1677,5,38.0,0.536,,,,,
1678,5,10.4,0.533,,,,,
1679,5,40.8,0.532,,,,,
1680,5,18.7,0.528,,,,,
1681,5,13.1,0.527,,,,,
1682,5,21.4,0.527,,,,,
1683,5,14.5,0.524,,,,,
1684,5,15.9,0.523,,,,,
1685,5,13.1,0.523,,,,,
1686,5,31.8,0.52,,,,,
1687,5,10.4,0.52,,,,,
1688,5,50.1,0.519,,,,,
1689,5,13.1,0.517,,,,,
1690,5,18.7,0.516,,,,,
1691,5,48.4,0.516,,,,,
1692,5,15.9,0.515,,,,,
1693,5,15.2,0.515,,,,,
1694,5,13.1,0.514,,,,,
1695,5,13.1,0.511,,,,,
1696,5,10.4,0.509,,,,,
1697,5,15.9,0.506,,,,,
1698,5,13.1,0.506,,,,,
1699,5,15.9,0.505,,,,,
1700,5,28.3,0.505,,,,,
1701,5,13.1,0.502,,,,,
1702,5,24.2,0.501,,,,,
1703,5,15.9,0.497,,,,,
1704,5,11.7,0.496,,,,,
1705,5,21.2,0.492,,,,,
1706,5,35.8,0.492,,,,,
1707,5,13.1,0.492,,,,,
1708,5,20.1,0.49,,,,,
1709,5,21.4,0.488,,,,,
1710,5,13.1,0.487,,,,,
1711,5,20.7,0.484,,,,,
1712,5,17.3,0.48,,,,,
1713,5,18.7,0.479,,,,,
1714,5,18.0,0.478,,,,,
1715,5,18.0,0.477,,,,,
1716,5,9.7,0.476,,,,,
1717,5,80.3,0.476,,,,,
1718,5,21.4,0.475,,,,,
1719,5,13.1,0.472,,,,,
1720,5,15.9,0.471,,,,,
1721,5,12.4,0.471,,,,,
1722,5,15.9,0.469,,,,,
1723,5,18.7,0.466,,,,,
1724,5,30.5,0.466,,,,,
1725,5,24.2,0.463,,,,,
1726,5,13.1,0.463,,,,,
1727,5,7.6,0.46,,,,,
1728,5,49.4,0.457,,,,,
1729,5,13.1,0.456,,,,,
1730,5,41.5,0.456,,,,,
1731,5,15.9,0.454,,,,,
1732,5,24.2,0.453,,,,,
1733,5,10.4,0.452,,,,,
1734,5,21.4,0.451,,,,,
1735,5,21.4,0.45,,,,,
1736,5,18.0,0.448,,,,,
1737,5,15.9,0.446,,,,,
1738,5,9.7,0.437,,,,,
1739,5,15.9,0.437,,,,,
1740,5,13.1,0.436,,,,,
1741,5,12.4,0.435,,,,,
1742,5,13.1,0.435,,,,,
1743,5,21.4,0.434,,,,,
1744,5,11.7,0.431,,,,,
1745,5,10.4,0.43,,,,,
1746,5,21.4,0.429,,,,,
1747,5,26.9,0.428,,,,,
1748,5,15.9,0.427,,,,,
1749,5,10.4,0.427,,,,,
1750,5,38.0,0.427,,,,,
1751,5,18.7,0.426,,,,,
1752,5,17.3,0.425,,,,,
1753,5,16.7,0.425,,,,,
1754,5,34.6,0.423,,,,,
1755,5,71.2,0.422,,,,,
1756,5,18.7,0.421,,,,,
1757,5,21.4,0.42,,,,,
1758,5,18.7,0.419,,,,,
1759,5,13.1,0.419,,,,,
1760,5,15.2,0.419,,,,,
1761,5,18.7,0.419,,,,,
1762,5,15.9,0.418,,,,,
1763,5,13.1,0.417,,,,,
1764,5,18.7,0.415,,,,,
1765,5,13.1,0.415,,,,,
1766,5,38.4,0.413,,,,,
1767,5,15.9,0.413,,,,,
1768,5,33.3,0.411,,,,,
1769,5,15.9,0.409,,,,,
1770,5,6.9,0.406,,,,,
1771,5,13.1,0.406,,,,,
1772,5,13.1,0.406,,,,,
1773,5,10.4,0.406,,,,,
1774,5,31.8,0.403,,,,,
1775,5,9.7,0.392,,,,,
1776,5,18.7,0.39,,,,,
1777,5,21.4,0.39,,,,,
1778,5,13.1,0.387,,,,,
1779,5,24.2,0.383,,,,,
1780,5,13.1,0.383,,,,,
1781,5,24.2,0.382,,,,,
1782,5,29.7,0.382,,,,,
1783,5,52.2,0.382,,,,,
1784,5,13.1,0.382,,,,,
1785,5,13.1,0.381,,,,,
1786,5,18.7,0.38,,,,,
1787,5,13.1,0.379,,,,,
1788,5,29.7,0.379,,,,,
1789,5,20.7,0.376,,,,,
1790,5,10.4,0.376,,,,,
1791,5,18.7,0.376,,,,,
1792,5,15.9,0.375,,,,,
1793,5,11.7,0.373,,,,,
1794,5,35.2,0.371,,,,,
1795,5,18.7,0.369,,,,,
1796,5,10.4,0.367,,,,,
1797,5,15.9,0.365,,,,,
1798,5,13.1,0.362,,,,,
1799,5,12.4,0.361,,,,,
1800,5,21.4,0.361,,,,,
1801,5,40.8,0.359,,,,,
1802,5,47.4,0.357,,,,,
1803,5,20.7,0.355,,,,,
1804,5,13.1,0.355,,,,,
1805,5,15.2,0.353,,,,,
1806,5,21.4,0.353,,,,,
1807,5,21.4,0.35,,,,,
1808,5,14.5,0.349,,,,,
1809,5,44.7,0.347,,,,,
1810,5,6.9,0.346,,,,,
1811,5,24.2,0.345,,,,,
1812,5,18.0,0.343,,,,,
1813,5,40.8,0.339,,,,,
1814,5,25.6,0.338,,,,,
1815,5,15.9,0.335,,,,,
1816,5,9.7,0.335,,,,,
1817,5,96.6,0.335,,,,,
1818,5,13.1,0.334,,,,,
1819,5,12.4,0.333,,,,,
1820,5,15.2,0.333,,,,,
1821,5,11.7,0.331,,,,,
1822,5,15.9,0.331,,,,,
1823,5,24.2,0.329,,,,,
1824,5,12.4,0.327,,,,,
1825,6,23.5,0.856,,,,,
1826,6,24.2,0.852,,,,,
1827,6,24.2,0.833,,,,,
1828,6,24.2,0.832,,,,,
1829,6,18.7,0.829,,,,,
1830,6,33.1,0.817,,,,,
1831,6,21.4,0.814,,,,,
1832,6,21.4,0.811,,,,,
1833,6,22.8,0.81,,,,,
1834,6,32.3,0.809,,,,,
1835,6,29.7,0.794,,,,,
1836,6,18.0,0.787,,,,,
1837,6,15.9,0.784,,,,,
1838,6,21.4,0.782,,,,,
1839,6,13.1,0.776,,,,,
1840,6,26.9,0.776,,,,,
1841,6,18.7,0.774,,,,,
1842,6,26.9,0.773,,,,,
1843,6,18.7,0.772,,,,,
1844,6,31.6,0.77,,,,,
1845,6,15.9,0.769,,,,,
1846,6,15.9,0.767,,,,,
1847,6,13.1,0.766,,,,,
1848,6,18.7,0.764,,,,,
1849,6,15.9,0.762,,,,,
1850,6,18.7,0.755,,,,,
1851,6,28.0,0.753,,,,,
1852,6,18.7,0.753,,,,,
1853,6,13.8,0.748,,,,,
1854,6,29.7,0.748,,,,,
1855,6,18.7,0.747,,,,,
1856,6,29.7,0.746,,,,,
1857,6,18.7,0.745,,,,,
1858,6,18.0,0.744,,,,,
1859,6,20.7,0.739,,,,,
1860,6,12.4,0.737,,,,,
1861,6,21.4,0.733,,,,,
1862,6,20.7,0.732,,,,,
1863,6,23.4,0.731,,,,,
1864,6,21.4,0.727,,,,,
1865,6,24.2,0.724,,,,,
1866,6,15.9,0.724,,,,,
1867,6,29.7,0.722,,,,,
1868,6,21.4,0.72,,,,,
1869,6,18.7,0.718,,,,,
1870,6,24.2,0.717,,,,,
1871,6,26.9,0.716,,,,,
1872,6,15.9,0.714,,,,,
1873,6,37.5,0.714,,,,,
1874,6,24.2,0.709,,,,,
1875,6,29.7,0.707,,,,,
1876,6,21.4,0.703,,,,,
1877,6,21.4,0.698,,,,,
1878,6,26.9,0.698,,,,,
1879,6,26.9,0.697,,,,,
1880,6,14.5,0.691,,,,,
1881,6,29.7,0.687,,,,,
1882,6,18.7,0.686,,,,,
1883,6,15.9,0.686,,,,,
1884,6,15.9,0.684,,,,,
1885,6,21.4,0.683,,,,,
1886,6,24.2,0.683,,,,,
1887,6,24.2,0.68,,,,,
1888,6,24.2,0.68,,,,,
1889,6,15.2,0.679,,,,,
1890,6,15.9,0.679,,,,,
1891,6,12.4,0.678,,,,,
1892,6,18.0,0.676,,,,,
1893,6,15.9,0.674,,,,,
1894,6,20.7,0.674,,,,,
1895,6,29.0,0.674,,,,,
1896,6,13.1,0.673,,,,,
1897,6,15.2,0.673,,,,,
1898,6,24.2,0.67,,,,,
1899,6,20.1,0.669,,,,,
1900,6,13.1,0.668,,,,,
1901,6,26.9,0.668,,,,,
1902,6,63.7,0.668,,,,,
1903,6,10.4,0.667,,,,,
1904,6,18.7,0.665,,,,,
1905,6,18.7,0.664,,,,,
1906,6,36.0,0.66,,,,,
1907,6,13.1,0.66,,,,,
1908,6,18.7,0.659,,,,,
1909,6,15.9,0.658,,,,,
1910,6,15.9,0.658,,,,,
1911,6,18.7,0.657,,,,,
1912,6,9.7,0.655,,,,,
1913,6,24.2,0.651,,,,,
1914,6,26.9,0.651,,,,,
1915,6,21.4,0.65,,,,,
1916,6,31.1,0.648,,,,,
1917,6,21.4,0.648,,,,,
1918,6,21.4,0.646,,,,,
1919,6,18.7,0.646,,,,,
1920,6,24.2,0.645,,,,,
1921,6,17.3,0.644,,,,,
1922,6,21.4,0.643,,,,,
1923,6,15.9,0.643,,,,,
1924,6,24.2,0.643,,,,,
1925,6,15.9,0.641,,,,,
1926,6,24.2,0.64,,,,,
1927,6,24.2,0.639,,,,,
1928,6,15.9,0.635,,,,,
1929,6,21.4,0.634,,,,,
1930,6,29.7,0.633,,,,,
1931,6,13.1,0.631,,,,,
1932,6,15.9,0.63,,,,,
1933,6,15.9,0.63,,,,,
1934,6,23.5,0.629,,,,,
1935,6,17.3,0.629,,,,,
1936,6,13.1,0.627,,,,,
1937,6,40.8,0.625,,,,,
1938,6,18.7,0.62,,,,,
1939,6,15.2,0.617,,,,,
1940,6,18.7,0.616,,,,,
1941,6,15.9,0.616,,,,,
1942,6,13.1,0.615,,,,,
1943,6,13.1,0.612,,,,,
1944,6,38.0,0.607,,,,,
1945,6,18.7,0.606,,,,,
1946,6,18.7,0.606,,,,,
1947,6,26.9,0.605,,,,,
1948,6,32.5,0.605,,,,,
1949,6,18.7,0.601,,,,,
1950,6,21.4,0.598,,,,,
1951,6,13.1,0.598,,,,,
1952,6,18.7,0.596,,,,,
1953,6,38.2,0.595,,,,,
1954,6,29.0,0.594,,,,,
1955,6,18.0,0.594,,,,,
1956,6,42.1,0.592,,,,,
1957,6,13.1,0.592,,,,,
1958,6,15.9,0.591,,,,,
1959,6,26.9,0.589,,,,,
1960,6,15.9,0.589,,,,,
1961,6,15.2,0.587,,,,,
1962,6,15.9,0.587,,,,,
1963,6,18.7,0.587,,,,,
1964,6,12.4,0.586,,,,,
1965,6,25.0,0.586,,,,,
1966,6,15.9,0.585,,,,,
1967,6,12.4,0.584,,,,,
1968,6,15.9,0.58,,,,,
1969,6,18.7,0.579,,,,,
1970,6,35.8,0.577,,,,,
1971,6,10.4,0.576,,,,,
1972,6,13.1,0.574,,,,,
1973,6,12.4,0.573,,,,,
1974,6,13.1,0.573,,,,,
1975,6,35.9,0.57,,,,,
1976,6,42.6,0.569,,,,,
1977,6,15.9,0.569,,,,,
1978,6,21.4,0.568,,,,,
1979,6,35.2,0.567,,,,,
1980,6,15.2,0.567,,,,,
1981,6,18.7,0.566,,,,,
1982,6,18.7,0.566,,,,,
1983,6,10.4,0.565,,,,,
1984,6,18.7,0.565,,,,,
1985,6,18.7,0.563,,,,,
1986,6,15.2,0.562,,,,,
1987,6,21.4,0.561,,,,,
1988,6,15.9,0.56,,,,,
1989,6,13.1,0.557,,,,,
1990,6,22.2,0.555,,,,,
1991,6,15.9,0.554,,,,,
1992,6,11.7,0.552,,,,,
1993,6,15.2,0.552,,,,,
1994,6,15.9,0.549,,,,,
1995,6,24.2,0.548,,,,,
1996,6,18.7,0.548,,,,,
1997,6,38.0,0.547,,,,,
1998,6,10.4,0.547,,,,,
1999,6,23.5,0.544,,,,,
2000,6,15.9,0.544,,,,,
2001,6,15.9,0.542,,,,,
2002,6,21.4,0.54,,,,,
2003,6,38.0,0.539,,,,,
2004,6,16.6,0.538,,,,,
2005,6,15.9,0.536,,,,,
2006,6,10.4,0.535,,,,,
2007,6,18.7,0.535,,,,,
2008,6,32.5,0.529,,,,,
2009,6,26.9,0.527,,,,,
2010,6,20.0,0.526,,,,,
2011,6,15.9,0.521,,,,,
2012,6,12.4,0.52,,,,,
2013,6,13.1,0.517,,,,,
2014,6,26.9,0.515,,,,,
2015,6,21.4,0.515,,,,,
2016,6,14.5,0.514,,,,,
2017,6,12.4,0.513,,,,,
2018,6,15.9,0.513,,,,,
2019,6,18.7,0.512,,,,,
2020,6,7.6,0.509,,,,,
2021,6,10.4,0.508,,,,,
2022,6,10.4,0.507,,,,,
2023,6,46.3,0.504,,,,,
2024,6,13.1,0.503,,,,,
2025,6,12.4,0.499,,,,,
2026,6,24.2,0.499,,,,,
2027,6,10.4,0.498,,,,,
2028,6,38.0,0.497,,,,,
2029,6,20.7,0.494,,,,,
2030,6,12.4,0.494,,,,,
2031,6,25.3,0.492,,,,,
2032,6,24.2,0.491,,,,,
2033,6,29.7,0.489,,,,,
2034,6,21.4,0.487,,,,,
2035,6,18.7,0.485,,,,,
2036,6,18.7,0.485,,,,,
2037,6,13.1,0.483,,,,,
2038,6,13.1,0.482,,,,,
2039,6,26.9,0.481,,,,,
2040,6,12.4,0.48,,,,,
2041,6,15.9,0.48,,,,,
2042,6,28.3,0.48,,,,,
2043,6,21.4,0.479,,,,,
2044,6,21.4,0.479,,,,,
2045,6,32.5,0.478,,,,,
2046,6,18.7,0.474,,,,,
2047,6,18.7,0.471,,,,,
2048,6,18.7,0.47,,,,,
2049,6,18.7,0.464,,,,,
2050,6,21.4,0.463,,,,,
2051,6,15.9,0.461,,,,,
2052,6,24.2,0.461,,,,,
2053,6,18.7,0.458,,,,,
2054,6,15.9,0.457,,,,,
2055,6,10.4,0.457,,,,,
2056,6,10.4,0.456,,,,,
2057,6,35.2,0.456,,,,,
2058,6,15.9,0.456,,,,,
2059,6,13.8,0.456,,,,,
2060,6,13.1,0.456,,,,,
2061,6,12.4,0.455,,,,,
2062,6,31.8,0.453,,,,,
2063,6,15.9,0.452,,,,,
2064,6,21.4,0.451,,,,,
2065,6,12.4,0.449,,,,,
2066,6,13.1,0.447,,,,,
2067,6,13.1,0.446,,,,,
2068,6,21.4,0.446,,,,,
2069,6,18.7,0.444,,,,,
2070,6,10.4,0.444,,,,,
2071,6,24.2,0.437,,,,,
2072,6,23.5,0.437,,,,,
2073,6,15.9,0.434,,,,,
2074,6,55.5,0.432,,,,,
2075,6,11.7,0.432,,,,,
2076,6,13.1,0.431,,,,,
2077,6,23.5,0.429,,,,,
2078,6,38.0,0.428,,,,,
2079,6,13.1,0.428,,,,,
2080,6,29.7,0.427,,,,,
2081,6,41.4,0.427,,,,,
2082,6,11.7,0.425,,,,,
2083,6,18.0,0.421,,,,,
2084,6,13.1,0.419,,,,,
2085,6,116.1,0.419,,,,,
2086,6,18.0,0.419,,,,,
2087,6,9.7,0.417,,,,,
2088,6,15.1,0.417,,,,,
2089,6,15.9,0.416,,,,,
2090,6,17.6,0.414,,,,,
2091,6,18.7,0.412,,,,,
2092,6,18.7,0.41,,,,,
2093,6,26.3,0.409,,,,,
2094,6,10.4,0.409,,,,,
2095,6,10.4,0.408,,,,,
2096,6,7.6,0.407,,,,,
2097,6,16.1,0.407,,,,,
2098,6,15.9,0.405,,,,,
2099,6,29.7,0.403,,,,,
2100,6,15.9,0.402,,,,,
2101,6,13.1,0.402,,,,,
2102,6,20.0,0.4,,,,,
2103,6,10.4,0.4,,,,,
2104,6,26.9,0.4,,,,,
2105,6,13.1,0.394,,,,,
2106,6,18.0,0.394,,,,,
2107,6,21.4,0.391,,,,,
2108,6,29.7,0.39,,,,,
2109,6,7.6,0.39,,,,,
2110,6,17.3,0.388,,,,,
2111,6,38.5,0.383,,,,,
2112,6,15.9,0.383,,,,,
2113,6,16.6,0.379,,,,,
2114,6,15.9,0.378,,,,,
2115,6,18.7,0.378,,,,,
2116,6,12.4,0.378,,,,,
2117,6,12.4,0.378,,,,,
2118,6,15.9,0.378,,,,,
2119,6,7.6,0.376,,,,,
2120,6,25.6,0.375,,,,,
2121,6,29.7,0.375,,,,,
2122,6,18.7,0.372,,,,,
2123,6,45.4,0.372,,,,,
2124,6,18.7,0.369,,,,,
2125,6,6.9,0.368,,,,,
2126,6,13.1,0.367,,,,,
2127,6,21.4,0.366,,,,,
2128,6,6.2,0.363,,,,,
2129,6,38.0,0.363,,,,,
2130,6,13.1,0.361,,,,,
2131,6,24.2,0.361,,,,,
2132,6,15.9,0.355,,,,,
2133,6,32.5,0.354,,,,,
2134,6,15.2,0.354,,,,,
2135,6,30.6,0.354,,,,,
2136,6,14.5,0.353,,,,,
2137,6,15.9,0.352,,,,,
2138,6,24.2,0.35,,,,,
2139,6,15.9,0.35,,,,,
2140,6,21.4,0.35,,,,,
2141,6,15.9,0.348,,,,,
2142,6,27.5,0.347,,,,,
2143,6,18.0,0.343,,,,,
2144,6,26.3,0.343,,,,,
2145,6,15.9,0.342,,,,,
2146,6,15.9,0.341,,,,,
2147,6,10.4,0.34,,,,,
2148,6,11.7,0.338,,,,,
2149,6,15.9,0.338,,,,,
2150,6,8.3,0.337,,,,,
2151,6,13.1,0.336,,,,,
2152,6,18.7,0.335,,,,,
2153,6,18.7,0.335,,,,,
2154,6,15.9,0.333,,,,,
2155,6,13.1,0.332,,,,,
2156,6,10.4,0.332,,,,,
2157,6,10.4,0.33,,,,,
2158,6,13.1,0.328,,,,,
2159,6,10.4,0.325,,,,,
2160,6,10.4,0.325,,,,,
2161,6,10.4,0.324,,,,,
2162,6,15.9,0.322,,,,,
2163,6,15.9,0.322,,,,,
2164,6,9.7,0.321,,,,,
2165,6,15.9,0.321,,,,,
2166,6,18.0,0.319,,,,,
2167,6,46.3,0.317,,,,,
2168,6,18.7,0.316,,,,,
2169,6,24.2,0.315,,,,,
2170,6,18.7,0.315,,,,,
2171,6,13.1,0.314,,,,,
2172,6,10.4,0.313,,,,,
2173,6,29.0,0.313,,,,,
2174,7,21.4,0.873,,,,,
2175,7,24.2,0.833,,,,,
2176,7,21.4,0.822,,,,,
2177,7,24.2,0.803,,,,,
2178,7,24.2,0.8,,,,,
2179,7,27.1,0.797,,,,,
2180,7,25.3,0.79,,,,,
2181,7,22.8,0.785,,,,,
2182,7,21.4,0.785,,,,,
2183,7,35.2,0.772,,,,,
2184,7,43.5,0.767,,,,,
2185,7,20.7,0.763,,,,,
2186,7,21.4,0.762,,,,,
2187,7,25.3,0.758,,,,,
2188,7,18.7,0.757,,,,,
2189,7,23.5,0.754,,,,,
2190,7,18.0,0.751,,,,,
2191,7,14.5,0.748,,,,,
2192,7,15.9,0.748,,,,,
2193,7,22.7,0.746,,,,,
2194,7,29.0,0.746,,,,,
2195,7,24.2,0.74,,,,,
2196,7,32.2,0.74,,,,,
2197,7,31.1,0.737,,,,,
2198,7,29.7,0.736,,,,,
2199,7,15.9,0.735,,,,,
2200,7,18.7,0.735,,,,,
2201,7,15.9,0.73,,,,,
2202,7,15.9,0.73,,,,,
2203,7,35.2,0.728,,,,,
2204,7,15.9,0.726,,,,,
2205,7,29.7,0.725,,,,,
2206,7,15.9,0.724,,,,,
2207,7,18.7,0.724,,,,,
2208,7,25.8,0.72,,,,,
2209,7,20.0,0.719,,,,,
2210,7,21.4,0.718,,,,,
2211,7,9.7,0.717,,,,,
2212,7,15.9,0.713,,,,,
2213,7,21.4,0.709,,,,,
2214,7,21.4,0.7,,,,,
2215,7,18.7,0.698,,,,,
2216,7,77.8,0.698,,,,,
2217,7,21.4,0.697,,,,,
2218,7,33.3,0.696,,,,,
2219,7,15.2,0.696,,,,,
2220,7,26.9,0.695,,,,,
2221,7,55.4,0.693,,,,,
2222,7,16.6,0.691,,,,,
2223,7,21.4,0.69,,,,,
2224,7,21.4,0.69,,,,,
2225,7,21.4,0.689,,,,,
2226,7,21.4,0.688,,,,,
2227,7,21.4,0.686,,,,,
2228,7,21.4,0.685,,,,,
2229,7,21.4,0.68,,,,,
2230,7,18.7,0.679,,,,,
2231,7,21.4,0.678,,,,,
2232,7,26.3,0.672,,,,,
2233,7,15.9,0.671,,,,,
2234,7,18.0,0.671,,,,,
2235,7,32.5,0.666,,,,,
2236,7,26.9,0.666,,,,,
2237,7,37.3,0.664,,,,,
2238,7,15.9,0.663,,,,,
2239,7,14.5,0.662,,,,,
2240,7,26.9,0.662,,,,,
2241,7,26.9,0.66,,,,,
2242,7,20.0,0.659,,,,,
2243,7,20.7,0.658,,,,,
2244,7,20.7,0.657,,,,,
2245,7,14.5,0.657,,,,,
2246,7,24.2,0.656,,,,,
2247,7,21.4,0.653,,,,,
2248,7,18.0,0.651,,,,,
2249,7,24.2,0.651,,,,,
2250,7,10.4,0.648,,,,,
2251,7,24.2,0.648,,,,,
2252,7,18.7,0.645,,,,,
2253,7,24.2,0.641,,,,,
2254,7,41.3,0.64,,,,,
2255,7,35.2,0.637,,,,,
2256,7,18.7,0.634,,,,,
2257,7,18.7,0.63,,,,,
2258,7,24.2,0.63,,,,,
2259,7,21.4,0.629,,,,,
2260,7,26.9,0.628,,,,,
2261,7,17.3,0.626,,,,,
2262,7,26.9,0.626,,,,,
2263,7,18.7,0.625,,,,,
2264,7,21.4,0.625,,,,,
2265,7,12.4,0.619,,,,,
2266,7,23.5,0.619,,,,,
2267,7,12.4,0.618,,,,,
2268,7,18.7,0.618,,,,,
2269,7,20.7,0.616,,,,,
2270,7,15.2,0.615,,,,,
2271,7,22.8,0.613,,,,,
2272,7,21.4,0.611,,,,,
2273,7,38.0,0.61,,,,,
2274,7,15.2,0.61,,,,,
2275,7,15.9,0.607,,,,,
2276,7,15.2,0.607,,,,,
2277,7,18.7,0.606,,,,,
2278,7,26.9,0.606,,,,,
2279,7,29.0,0.604,,,,,
2280,7,13.1,0.603,,,,,
2281,7,18.7,0.603,,,,,
2282,7,21.4,0.601,,,,,
2283,7,40.1,0.598,,,,,
2284,7,58.1,0.595,,,,,
2285,7,21.4,0.594,,,,,
2286,7,21.4,0.593,,,,,
2287,7,10.4,0.592,,,,,
2288,7,18.7,0.591,,,,,
2289,7,14.5,0.589,,,,,
2290,7,18.7,0.588,,,,,
2291,7,18.7,0.586,,,,,
2292,7,18.7,0.586,,,,,
2293,7,21.4,0.586,,,,,
2294,7,19.5,0.583,,,,,
2295,7,20.7,0.581,,,,,
2296,7,26.9,0.581,,,,,
2297,7,10.4,0.581,,,,,
2298,7,15.9,0.577,,,,,
2299,7,18.7,0.577,,,,,
2300,7,18.7,0.574,,,,,
2301,7,15.9,0.574,,,,,
2302,7,21.4,0.573,,,,,
2303,7,21.4,0.572,,,,,
2304,7,18.0,0.572,,,,,
2305,7,21.4,0.572,,,,,
2306,7,36.0,0.571,,,,,
2307,7,18.7,0.568,,,,,
2308,7,21.4,0.567,,,,,
2309,7,36.5,0.567,,,,,
2310,7,21.4,0.565,,,,,
2311,7,13.1,0.562,,,,,
2312,7,18.0,0.561,,,,,
2313,7,15.2,0.56,,,,,
2314,7,10.4,0.559,,,,,
2315,7,18.0,0.558,,,,,
2316,7,11.7,0.556,,,,,
2317,7,15.9,0.555,,,,,
2318,7,18.7,0.555,,,,,
2319,7,32.5,0.554,,,,,
2320,7,13.1,0.553,,,,,
2321,7,20.7,0.55,,,,,
2322,7,13.1,0.55,,,,,
2323,7,21.4,0.548,,,,,
2324,7,19.1,0.548,,,,,
2325,7,10.4,0.546,,,,,
2326,7,17.3,0.545,,,,,
2327,7,26.9,0.544,,,,,
2328,7,18.7,0.541,,,,,
2329,7,18.7,0.54,,,,,
2330,7,24.2,0.538,,,,,
2331,7,24.2,0.537,,,,,
2332,7,24.2,0.535,,,,,
2333,7,21.4,0.534,,,,,
2334,7,13.1,0.534,,,,,
2335,7,18.7,0.53,,,,,
2336,7,13.1,0.528,,,,,
2337,7,15.9,0.528,,,,,
2338,7,24.2,0.524,,,,,
2339,7,10.4,0.522,,,,,
2340,7,10.4,0.521,,,,,
2341,7,29.0,0.52,,,,,
2342,7,44.7,0.52,,,,,
2343,7,15.9,0.52,,,,,
2344,7,10.4,0.518,,,,,
2345,7,6.9,0.516,,,,,
2346,7,13.1,0.515,,,,,
2347,7,58.3,0.514,,,,,
2348,7,13.1,0.513,,,,,
2349,7,12.4,0.512,,,,,
2350,7,9.0,0.511,,,,,
2351,7,14.5,0.509,,,,,
2352,7,13.1,0.504,,,,,
2353,7,21.4,0.503,,,,,
2354,7,15.2,0.503,,,,,
2355,7,21.4,0.503,,,,,
2356,7,20.0,0.499,,,,,
2357,7,24.2,0.498,,,,,
2358,7,24.2,0.497,,,,,
2359,7,32.2,0.497,,,,,
2360,7,13.1,0.494,,,,,
2361,7,21.4,0.493,,,,,
2362,7,11.7,0.492,,,,,
2363,7,21.4,0.49,,,,,
2364,7,18.7,0.488,,,,,
2365,7,21.4,0.488,,,,,
2366,7,18.7,0.488,,,,,
2367,7,14.5,0.487,,,,,
2368,7,13.1,0.484,,,,,
2369,7,18.7,0.484,,,,,
2370,7,26.3,0.484,,,,,
2371,7,21.4,0.483,,,,,
